URL,Brand,Model,Hits,Became Fan,Launch Expected Year,Height (mm),Width (mm),Thickness (mm),Body_Weight (g),Display_Type,Pixels_X,Pixels_Y,Display Size (inches),Screen_to_Body_Ratio (%),RAM (GB),Main Camera_Single (MP),Selfie camera_Single (MP),Sound_3.5mm jack,Comms_Bluetooth,Comms_NFC,Battery_Capacity (mAh),Price in USD
https://www.gsmarena.com/acer_betouch_e400-3154.php,Acer,Acer beTouch E400,315311,12,2010.0,115.0,59.3,12.0,125.0,"TFT resistive touchscreen, 256K colors",320.0,480.0,3.2,44.7,0.25,3.15,,1.0,2.0,4161.0,1090.0,106.4
https://www.gsmarena.com/xiaomi_mi_1s-4929.php,Xiaomi,Xiaomi Mi 1S,2084613,163,2012.0,125.0,63.0,11.9,149.0,TFT,480.0,854.0,4.0,56.0,1.0,8.0,2.0,1.0,2.1,,1930.0,245.1
https://www.gsmarena.com/lg_joy-7054.php,LG,LG Joy,607924,23,2015.0,122.7,64.0,11.9,128.0,TFT,480.0,800.0,4.0,58.0,0.5,5.0,,1.0,4.0,,1900.0,99.9
https://www.gsmarena.com/blackberry_evolve_x-9282.php,BlackBerry,BlackBerry Evolve X,1595494,118,2018.0,159.1,76.8,8.8,170.0,IPS LCD,1080.0,2160.0,5.99,75.8,6.0,,16.0,1.0,5.0,,4000.0,413.0
https://www.gsmarena.com/samsung_i929_galaxy_s_ii_duos-4387.php,Samsung,Samsung I929 Galaxy S II Duos,2750554,40,2011.0,129.8,68.9,9.7,138.0,Super AMOLED Plus,480.0,800.0,4.52,65.0,1.0,8.0,2.0,1.0,3.0,,1800.0,264.09999999999997
https://www.gsmarena.com/oppo_find_x2_lite-10176.php,Oppo,Oppo Find X2 Lite,558461,61,2020.0,160.3,74.3,8.0,180.0,"AMOLED, 430 nits (typ)",1080.0,2400.0,6.4,84.3,8.0,,32.0,1.0,5.1,,4025.0,227.99999999999997
https://www.gsmarena.com/tecno_spark_go_2021-10983.php,Tecno,Tecno Spark Go 2021,418092,13,2021.0,165.6,76.3,9.1,193.0,"IPS LCD, 480 nits",720.0,1600.0,6.52,81.2,2.0,,8.0,1.0,4.2,,5000.0,94.39999999999999
https://www.gsmarena.com/sony_xperia_ion_hspa-4798.php,Sony,Sony Xperia ion HSPA,2381990,196,2012.0,133.0,68.0,10.8,144.0,"LED-backlit LCD,",720.0,1280.0,4.55,63.1,1.0,12.0,1.3,1.0,2.1,,1900.0,322.5
https://www.gsmarena.com/htc_wildfire_e3-10790.php,HTC,HTC Wildfire E3,376301,22,2021.0,165.7,76.6,9.0,186.0,IPS LCD,720.0,1560.0,6.52,82.2,4.0,,13.0,1.0,4.2,,4000.0,153.4
https://www.gsmarena.com/blu_neo_4_5-6277.php,BLU,BLU Neo 4.5,291225,4,2014.0,136.0,63.0,10.5,135.0,IPS LCD,480.0,854.0,4.5,65.1,0.5,3.15,,1.0,4.0,,1800.0,93.10000000000001
https://www.gsmarena.com/motorola_one_zoom-9745.php,Motorola,Motorola One Zoom,1263222,174,2019.0,158.0,75.0,8.8,190.0,Super AMOLED,1080.0,2340.0,6.39,84.6,4.0,,25.0,1.0,5.0,,4000.0,156.8
https://www.gsmarena.com/samsung_galaxy_m40-9721.php,Samsung,Samsung Galaxy M40,2980876,172,2019.0,155.3,73.9,7.9,168.0,PLS LCD,1080.0,2340.0,6.3,84.9,4.0,,16.0,0.0,5.0,,3500.0,224.00000000000003
https://www.gsmarena.com/lava_iris_pro_30+-6605.php,Lava,Lava Iris Pro 30+,225771,13,2014.0,138.0,67.5,7.9,116.0,IPS LCD,720.0,1280.0,4.7,65.4,1.0,13.0,3.0,1.0,4.0,,2000.0,199.5
https://www.gsmarena.com/xiaomi_redmi_5a-8898.php,Xiaomi,Xiaomi Redmi 5A,12699909,217,2017.0,140.4,70.1,8.4,137.0,IPS LCD,720.0,1280.0,5.0,69.1,2.0,13.0,5.0,1.0,4.1,,3000.0,112.99999999999999
https://www.gsmarena.com/sony_xperia_z2a-6456.php,Sony,Sony Xperia Z2a,1864296,141,2014.0,137.0,72.0,11.0,163.0,IPS LCD,1080.0,1920.0,5.0,69.9,3.0,20.7,,1.0,4.0,,3000.0,332.5
https://www.gsmarena.com/motorola_defy_mini_xt320-4375.php,Motorola,Motorola Defy Mini XT320,1423222,35,2012.0,109.0,58.5,12.6,107.0,"TFT, 256K colors",320.0,480.0,3.2,47.8,0.5,3.15,,1.0,2.1,,1650.0,206.4
https://www.gsmarena.com/htc_touch-1999.php,HTC,HTC Touch,3038956,55,2007.0,99.9,58.0,13.9,112.0,"TFT resistive touchscreen, 65K colors",240.0,320.0,2.8,41.9,,2.0,,0.0,2.0,,1100.0,178.10000000000002
https://www.gsmarena.com/samsung_galaxy_j1_nxt-7768.php,Samsung,Samsung Galaxy J1 Nxt,3726638,36,2016.0,126.6,63.1,10.8,123.0,"TFT, 256K colors",480.0,800.0,4.0,57.0,0.75,5.0,,1.0,4.0,,1500.0,99.9
https://www.gsmarena.com/samsung_galaxy_a8_(2018)-8886.php,Samsung,Samsung Galaxy A8 (2018),12230349,597,2017.0,149.2,70.6,8.4,172.0,Super AMOLED,1080.0,2220.0,5.6,75.6,4.0,16.0,,1.0,5.0,,3000.0,282.5
https://www.gsmarena.com/alcatel_3v-9004.php,alcatel,alcatel 3v,491321,21,2018.0,162.0,76.0,8.1,155.0,IPS LCD,1080.0,2160.0,6.0,75.5,2.0,,5.0,1.0,4.2,,3000.0,188.79999999999998
https://www.gsmarena.com/samsung_galaxy_express_i437-5018.php,Samsung,Samsung Galaxy Express I437,1004920,49,2012.0,132.6,69.3,9.1,136.0,Super AMOLED Plus,480.0,800.0,4.5,62.7,1.0,5.0,1.3,1.0,4.0,,2000.0,206.4
https://www.gsmarena.com/oppo_f17_pro-10388.php,Oppo,Oppo F17 Pro,2888137,61,2020.0,160.1,73.8,7.5,164.0,"Super AMOLED, 430 nits (typ), 800 nits (peak)",1080.0,2400.0,6.43,84.9,8.0,,,1.0,5.1,,4015.0,307.79999999999995
https://www.gsmarena.com/ulefone_armor_x7-10141.php,Ulefone,Ulefone Armor X7,105872,13,2020.0,150.0,78.9,14.6,234.0,IPS LCD,720.0,1280.0,5.0,58.2,2.0,13.0,5.0,1.0,5.0,,4000.0,91.19999999999999
https://www.gsmarena.com/honor_7x-8880.php,Honor,Honor 7X,7753201,332,2017.0,156.5,75.3,7.6,165.0,IPS LCD,1080.0,2160.0,5.93,77.0,3.0,,8.0,1.0,4.1,,3340.0,203.39999999999998
https://www.gsmarena.com/motorola_xt301-3628.php,Motorola,Motorola XT301,176821,15,2010.0,104.0,59.0,15.0,110.0,"TFT, 256K colors",240.0,320.0,3.0,45.4,0.25,3.15,,1.0,2.1,,1170.0,226.10000000000002
https://www.gsmarena.com/samsung_ch@t_220-4611.php,Samsung,Samsung Ch@t 220,330294,21,2011.0,109.5,61.3,11.9,92.0,"TFT, 256K colors",220.0,176.0,2.2,22.7,0.0458984375,,,1.0,2.1,,1000.0,55.599999999999994
https://www.gsmarena.com/samsung_epic_4g-3410.php,Samsung,Samsung Epic 4G,932688,27,2010.0,124.0,65.0,14.0,155.0,Super AMOLED,480.0,800.0,4.0,56.5,0.5,5.0,,1.0,2.1,,1500.0,266.0
https://www.gsmarena.com/huawei_mediapad-4264.php,Huawei,Huawei MediaPad,1182452,18,2011.0,190.0,124.0,10.5,390.0,"IPS LCD, 256K colors",800.0,1280.0,7.0,60.3,1.0,5.0,1.3,1.0,2.1,,4100.0,208.49999999999997
https://www.gsmarena.com/motorola_electrify_2_xt881-4891.php,Motorola,Motorola Electrify 2 XT881,736619,38,2012.0,128.5,65.8,8.4,130.0,TFT,540.0,960.0,4.3,60.3,1.0,8.0,,1.0,4.0,,1780.0,335.40000000000003
https://www.gsmarena.com/qmobile_noir_v4-7385.php,QMobile,QMobile Noir V4,34912,1,2014.0,161.0,82.5,9.3,220.0,IPS LCD,720.0,1280.0,5.7,67.4,1.0,12.0,5.0,1.0,4.0,,2600.0,239.4
https://www.gsmarena.com/infinix_note_12_5g-11662.php,Infinix,Infinix Note 12 5G,401358,30,2022.0,164.7,76.9,8.0,186.0,AMOLED,1080.0,2400.0,6.7,85.6,6.0,,16.0,1.0,5.0,,5000.0,199.5
https://www.gsmarena.com/vivo_y71i-9358.php,vivo,vivo Y71i,282868,10,2018.0,155.9,75.7,7.8,150.0,IPS LCD,720.0,1440.0,6.0,78.7,2.0,8.0,5.0,1.0,4.2,,3360.0,141.6
https://www.gsmarena.com/spice_m_5750-4247.php,Spice,Spice M-5750,100031,6,2011.0,112.0,50.0,12.0,96.0,TFT resistive touchscreen,240.0,320.0,2.76,42.1,0.0078125,1.3,,1.0,2.0,,1000.0,55.599999999999994
https://www.gsmarena.com/qmobile_linq_x100-7343.php,QMobile,QMobile Linq X100,88069,1,2014.0,128.0,64.3,9.5,,TFT,480.0,854.0,4.5,67.8,1.0,5.0,,1.0,4.0,,1700.0,133.0
https://www.gsmarena.com/samsung_u380_brightside-4641.php,Samsung,Samsung U380 Brightside,407169,24,2012.0,111.0,60.0,14.0,122.0,"TFT, 256K colors",240.0,320.0,3.1,44.7,0.125,3.15,,1.0,2.1,,1000.0,129.0
https://www.gsmarena.com/acer_liquid_z110-5057.php,Acer,Acer Liquid Z110,1130348,26,2012.0,110.0,61.5,12.3,100.0,"TFT, 256K colors",320.0,480.0,3.5,53.9,0.5,3.15,,1.0,3.0,,1300.0,129.0
https://www.gsmarena.com/spice_m_5390_boss_double_xl-5035.php,Spice,Spice M-5390 Boss Double XL,73510,7,2012.0,118.8,52.5,14.9,70.0,"TFT, 65K colors",240.0,320.0,2.6,33.6,,1.3,,0.0,,,2200.0,38.7
https://www.gsmarena.com/vivo_x50_pro+-10280.php,vivo,vivo X50 Pro+,976765,161,2020.0,158.5,73.0,8.8,192.2,"AMOLED, 120Hz, HDR10+",1080.0,2376.0,6.56,90.4,8.0,,32.0,0.0,5.1,,4350.0,718.1999999999999
https://www.gsmarena.com/micromax_canvas_evok_note_e453-8651.php,Micromax,Micromax Canvas Evok Note E453,183507,7,2017.0,153.0,75.0,8.5,162.0,IPS LCD,1080.0,1920.0,5.5,72.7,3.0,13.0,5.0,1.0,4.0,,4000.0,158.2
https://www.gsmarena.com/motorola_motokey_social-4143.php,Motorola,Motorola Motokey Social,384525,18,2011.0,105.5,60.0,9.9,87.0,"TFT, 256K colors",320.0,240.0,2.4,28.2,0.0625,3.15,,1.0,2.1,,910.0,166.79999999999998
https://www.gsmarena.com/oppo_reno2_f-9810.php,Oppo,Oppo Reno2 F,3023124,105,2019.0,162.4,75.8,8.7,195.0,AMOLED,1080.0,2340.0,6.5,85.1,8.0,,,1.0,4.2,,4000.0,380.8
https://www.gsmarena.com/motorola_moto_g62_(india)-11754.php,Motorola,Motorola Moto G62 (India),220368,17,2022.0,161.8,74.0,8.6,184.0,"IPS LCD, 120Hz",1080.0,2400.0,6.5,85.2,6.0,,16.0,1.0,5.1,,5000.0,231.0
https://www.gsmarena.com/lg_kp152-2591.php,LG,LG KP152,154623,9,2008.0,88.0,47.0,17.3,80.0,"TFT, 65K colors",128.0,128.0,1.5,17.5,,,,0.0,,,800.0,88.2
https://www.gsmarena.com/nokia_c5_05-4223.php,Nokia,Nokia C5-05,2633151,56,2011.0,105.8,51.0,13.8,93.0,"TFT resistive touchscreen, 16M colors",360.0,640.0,3.2,52.3,0.125,2.0,,1.0,2.1,,1000.0,111.19999999999999
https://www.gsmarena.com/nokia_225-6288.php,Nokia,Nokia 225,5163834,88,2014.0,124.0,55.5,10.4,99.8,"TFT, 256K colors",240.0,320.0,2.8,35.3,,2.0,,1.0,3.0,,1200.0,66.5
https://www.gsmarena.com/lg_trax_cu575-2210.php,LG,LG Trax CU575,106560,10,2007.0,99.0,51.0,15.7,110.0,"TFT, 65K colors",176.0,220.0,2.0,24.9,,1.3,,0.0,1.2,,980.0,109.60000000000001
https://www.gsmarena.com/meizu_m10-9953.php,Meizu,Meizu M10,217240,13,2019.0,164.9,76.3,8.5,184.0,"IPS LCD, 450 nits (typ)",720.0,1600.0,6.5,81.1,2.0,,8.0,1.0,4.2,,4000.0,201.60000000000002
https://www.gsmarena.com/allview_x2_soul_mini-6782.php,Allview,Allview X2 Soul Mini,233115,13,2014.0,139.8,67.4,5.2,97.0,AMOLED,720.0,1280.0,4.8,67.4,1.0,8.0,5.0,1.0,4.0,,2050.0,305.90000000000003
https://www.gsmarena.com/samsung_galaxy_s5_lte_a_g901f-6576.php,Samsung,Samsung Galaxy S5 LTE-A G901F,1519796,60,2014.0,142.0,72.5,8.1,145.0,Super AMOLED,1080.0,1920.0,5.1,69.6,2.0,16.0,2.0,1.0,4.0,,2800.0,518.7
https://www.gsmarena.com/doogee_s35t-11790.php,Doogee,Doogee S35T,23507,0,2021.0,153.4,82.9,15.7,260.0,IPS LCD,720.0,1280.0,5.0,54.2,3.0,,5.0,1.0,5.0,,4350.0,153.4
https://www.gsmarena.com/lenovo_z6_pro_5g-9754.php,Lenovo,Lenovo Z6 Pro 5G,481400,126,2019.0,157.5,74.6,8.7,185.0,"Super AMOLED, HDR10",1080.0,2340.0,6.39,85.3,6.0,,32.0,1.0,5.0,,4000.0,448.00000000000006
https://www.gsmarena.com/nokia_e51_camera_free-2242.php,Nokia,Nokia E51 camera-free,1205555,35,2008.0,114.8,46.0,12.0,100.0,"TFT, 16M colors",240.0,320.0,2.0,23.5,0.09375,,,0.0,2.0,,1050.0,191.1
https://www.gsmarena.com/lg_optimus_l3_ii_dual_e435-5389.php,LG,LG Optimus L3 II Dual E435,1033982,46,2013.0,102.9,61.3,11.9,110.0,IPS LCD,240.0,320.0,3.2,50.3,0.5,3.15,,1.0,3.0,,1540.0,119.7
https://www.gsmarena.com/htc_desire_z-3421.php,HTC,HTC Desire Z,3321594,68,2010.0,119.0,60.4,14.2,180.0,S-LCD,480.0,800.0,3.7,54.2,0.5,5.0,,1.0,2.1,,1300.0,133.0
https://www.gsmarena.com/qmobile_noir_x350-7326.php,QMobile,QMobile Noir X350,58145,0,2015.0,131.5,66.0,8.5,,"TFT, 256K colors",480.0,854.0,4.5,64.3,1.0,5.0,2.0,1.0,4.0,,1800.0,122.10000000000001
https://www.gsmarena.com/blu_studio_g4-9277.php,BLU,BLU Studio G4,70877,0,2018.0,141.5,73.5,8.5,126.0,IPS LCD,720.0,1280.0,5.2,71.7,1.0,8.0,5.0,1.0,4.0,,2000.0,82.6
https://www.gsmarena.com/lenovo_z5s-9436.php,Lenovo,Lenovo Z5s,1126723,142,2018.0,156.7,74.5,7.9,172.0,IPS LCD,1080.0,2340.0,6.3,83.5,4.0,,16.0,1.0,5.0,,3300.0,259.59999999999997
https://www.gsmarena.com/nokia_lumia_520-5322.php,Nokia,Nokia Lumia 520,31215522,1512,2013.0,119.9,64.0,9.9,124.0,IPS LCD,480.0,800.0,4.0,59.3,0.5,5.0,,1.0,4.0,,1430.0,93.10000000000001
https://www.gsmarena.com/alcatel_pop_3_(5)-7776.php,alcatel,alcatel Pop 3 (5),1026458,19,2015.0,141.0,71.5,9.9,167.0,TFT,480.0,854.0,5.0,68.3,1.0,5.0,5.0,1.0,4.0,,,122.10000000000001
https://www.gsmarena.com/vivo_iqoo_neo_855-9934.php,vivo,vivo iQOO Neo 855,254948,52,2019.0,159.5,75.2,8.1,198.5,"Super AMOLED, HDR10",1080.0,2340.0,6.38,83.3,6.0,,16.0,1.0,5.0,,4500.0,291.20000000000005
https://www.gsmarena.com/honor_play_20-10876.php,Honor,Honor Play 20,138468,7,2021.0,164.0,75.8,8.9,198.0,IPS LCD,720.0,1600.0,6.52,82.6,4.0,,5.0,1.0,5.0,,5000.0,129.79999999999998
https://www.gsmarena.com/samsung_m610-2111.php,Samsung,Samsung M610,268451,14,2007.0,99.0,45.0,17.5,90.0,"CSTN, 65K colors",128.0,160.0,1.77,22.1,0.0048828125,,,0.0,2.0,,800.0,82.2
https://www.gsmarena.com/acer_liquid-2968.php,Acer,Acer Liquid,1044915,19,2009.0,115.0,62.5,12.5,135.0,"TFT, 256K colors",480.0,800.0,3.5,48.5,0.25,5.0,,1.0,2.0,,1350.0,125.1
https://www.gsmarena.com/lenovo_k800-4445.php,Lenovo,Lenovo K800,384186,15,2012.0,130.5,71.2,11.0,161.0,IPS LCD,720.0,1280.0,4.5,60.1,1.0,8.0,,1.0,2.1,,1900.0,245.1
https://www.gsmarena.com/lg_km330-2664.php,LG,LG KM330,160149,9,2009.0,108.2,47.2,13.8,84.0,"TFT, 256K colors",240.0,320.0,2.0,24.3,0.087890625,3.15,,0.0,2.0,,900.0,97.3
https://www.gsmarena.com/nokia_2_3-9988.php,Nokia,Nokia 2.3,1620885,69,2019.0,157.7,75.4,8.7,183.0,IPS LCD,720.0,1520.0,6.2,80.7,2.0,13.0,5.0,1.0,5.0,,4000.0,134.4
https://www.gsmarena.com/samsung_galaxy_s_iii_t999-4804.php,Samsung,Samsung Galaxy S III T999,2092823,78,2012.0,136.6,70.6,8.6,133.0,Super AMOLED,720.0,1280.0,4.8,65.9,2.0,8.0,1.9,1.0,4.0,,2100.0,399.90000000000003
https://www.gsmarena.com/spice_m_4580-3681.php,Spice,Spice M 4580,87446,5,2010.0,106.0,44.5,15.5,95.0,"TFT, 65K colors",128.0,160.0,1.8,21.6,0.001953125,,,0.0,,,1500.0,39.900000000000006
https://www.gsmarena.com/sony_xperia_z2-6144.php,Sony,Sony Xperia Z2,30025731,3673,2014.0,146.8,73.3,8.2,163.0,IPS LCD,1080.0,1920.0,5.2,69.3,3.0,20.7,2.2,1.0,4.0,,3200.0,345.8
https://www.gsmarena.com/blackview_bv6300_pro-11563.php,Blackview,Blackview BV6300 Pro,54015,2,2020.0,159.6,78.2,12.8,230.0,IPS LCD,720.0,1440.0,5.7,67.2,6.0,,13.0,1.0,4.2,,4380.0,227.99999999999997
https://www.gsmarena.com/apple_iphone_3gs-2826.php,Apple,Apple iPhone 3GS,21038791,436,2009.0,115.5,62.1,12.3,135.0,TFT,320.0,480.0,3.5,50.9,0.25,3.15,,1.0,2.1,,1400.0,152.89999999999998
https://www.gsmarena.com/nokia_3230-923.php,Nokia,Nokia 3230,3199953,89,2004.0,109.0,49.0,19.0,110.0,"TFT, 65K colors",176.0,208.0,2.1,26.3,0.005859375,1.23,,0.0,1.1,,760.0,124.0
https://www.gsmarena.com/blackberry_curve_9320-4458.php,BlackBerry,BlackBerry Curve 9320,8890031,122,2012.0,109.0,60.0,12.7,103.0,"TFT, 65K colors",320.0,240.0,2.44,28.2,0.5,3.15,,1.0,2.1,,1450.0,141.9
https://www.gsmarena.com/htc_wildfire_e1_lite-10594.php,HTC,HTC Wildfire E1 lite,175119,11,2020.0,147.9,71.4,8.9,160.0,TFT LCD,720.0,1440.0,5.45,72.6,2.0,,5.0,1.0,5.0,,3000.0,91.19999999999999
https://www.gsmarena.com/samsung_p310-1682.php,Samsung,Samsung P310,1056160,28,2006.0,86.0,54.0,8.9,85.0,"TFT, 256K colors",320.0,240.0,1.9,24.1,0.078125,2.0,,0.0,1.2,,550.0,264.6
https://www.gsmarena.com/motorola_motoluxe_xt389-4848.php,Motorola,Motorola Motoluxe XT389,449781,23,2012.0,116.0,63.5,11.0,98.0,TFT,320.0,480.0,3.5,49.5,0.5,3.15,,1.0,4.0,,,141.9
https://www.gsmarena.com/lg_k41s-10086.php,LG,LG K41S,414070,15,2020.0,165.8,76.5,8.3,191.7,IPS LCD,720.0,1600.0,6.55,81.7,3.0,,8.0,1.0,5.0,,4000.0,250.79999999999998
https://www.gsmarena.com/samsung_galaxy_a5_(2017)-8494.php,Samsung,Samsung Galaxy A5 (2017),20941491,770,2017.0,146.1,71.4,7.9,157.0,Super AMOLED,1080.0,1920.0,5.2,71.5,3.0,16.0,16.0,1.0,4.2,,3000.0,214.7
https://www.gsmarena.com/micromax_x277-4889.php,Micromax,Micromax X277,102571,12,2012.0,118.3,48.8,14.0,,TFT,240.0,320.0,2.4,30.9,,,,1.0,2.0,,1000.0,25.8
https://www.gsmarena.com/asus_padfone_infinity_lite-6120.php,Asus,Asus PadFone Infinity Lite,298198,14,2014.0,143.5,72.8,8.9,145.0,Super IPS+ LCD,1080.0,1920.0,5.0,66.0,2.0,13.0,2.0,1.0,4.0,,2400.0,678.3000000000001
https://www.gsmarena.com/zte_nubia_red_magic_7s_pro-11649.php,ZTE,ZTE nubia Red Magic 7S Pro,634950,165,2022.0,166.3,77.1,10.0,235.0,"AMOLED, 1B colors (China only), 120Hz, 600 nits",1080.0,2400.0,6.8,87.1,12.0,,16.0,1.0,5.2,,5000.0,819.0
https://www.gsmarena.com/gionee_marathon_m4-7471.php,Gionee,Gionee Marathon M4,1101778,20,2015.0,144.7,71.2,10.2,176.0,Super AMOLED,720.0,1280.0,5.0,66.9,2.0,8.0,5.0,1.0,2.0,,5000.0,244.20000000000002
https://www.gsmarena.com/lg_l70_d320n-6285.php,LG,LG L70 D320N,1662691,72,2014.0,127.2,66.8,9.5,124.0,IPS LCD,480.0,800.0,4.5,67.8,1.0,5.0,,1.0,4.0,,2100.0,199.5
https://www.gsmarena.com/zte_reef-5659.php,ZTE,ZTE Reef,122432,6,2013.0,127.0,64.8,11.2,127.6,TFT,480.0,800.0,4.0,55.3,1.0,5.0,1.0,1.0,4.0,,1650.0,146.3
https://www.gsmarena.com/huawei_nova_plus-8312.php,Huawei,Huawei nova plus,2841210,146,2016.0,151.8,75.7,7.3,160.0,IPS LCD,1080.0,1920.0,5.5,72.6,3.0,16.0,8.0,1.0,4.1,,3340.0,277.5
https://www.gsmarena.com/spice_qt_50-3647.php,Spice,Spice QT-50,76115,6,2010.0,110.0,58.0,13.0,90.0,"TFT,  256K colors",176.0,220.0,2.0,19.7,0.0009765625,,,0.0,,,1000.0,26.6
https://www.gsmarena.com/nokia_n81_8gb-2085.php,Nokia,Nokia N81 8GB,4111120,76,2007.0,102.0,50.0,17.9,140.0,"TFT, 16M colors",240.0,320.0,2.4,35.0,0.09375,2.0,,1.0,2.0,,1050.0,274.0
https://www.gsmarena.com/micromax_a121_canvas_elanza_2-6362.php,Micromax,Micromax A121 Canvas Elanza 2,1625293,11,2014.0,,,,159.0,IPS LCD,720.0,1280.0,5.0,,1.0,8.0,2.0,1.0,4.0,,2000.0,159.60000000000002
https://www.gsmarena.com/xiaomi_redmi_7a-9716.php,Xiaomi,Xiaomi Redmi 7A,3582626,183,2019.0,146.3,70.4,9.6,165.0,IPS LCD,720.0,1440.0,5.45,74.4,2.0,13.0,5.0,1.0,4.2,,4000.0,145.60000000000002
https://www.gsmarena.com/spice_mi_270-3963.php,Spice,Spice Mi-270,483542,7,2011.0,104.0,55.0,12.6,,TFT,240.0,320.0,2.8,42.4,,2.0,,1.0,2.1,,1000.0,69.5
https://www.gsmarena.com/motorola_rizr_z3-1647.php,Motorola,Motorola RIZR Z3,2378874,30,2006.0,106.0,46.0,16.0,115.0,"TFT, 256K colors",176.0,220.0,1.9,23.3,0.015625,2.0,,0.0,2.0,,720.0,126.0
https://www.gsmarena.com/motorola_edge-10133.php,Motorola,Motorola Edge,1872002,233,2020.0,161.6,71.1,9.3,188.0,"OLED, 90Hz, HDR10",1080.0,2340.0,6.7,95.9,4.0,,25.0,1.0,5.1,,4500.0,285.0
https://www.gsmarena.com/samsung_gravity_q_t289-5599.php,Samsung,Samsung Gravity Q T289,295853,22,2013.0,112.5,59.7,14.2,118.8,"TFT, 256K colors",240.0,320.0,3.0,41.5,0.125,2.0,,1.0,,,1000.0,159.60000000000002
https://www.gsmarena.com/samsung_s5600v_blade-2860.php,Samsung,Samsung S5600v Blade,677598,19,2009.0,102.8,54.8,12.9,92.0,"TFT, 16M colors",240.0,320.0,2.8,43.1,0.048828125,3.15,,0.0,2.1,,1000.0,278.0
https://www.gsmarena.com/sony_xperia_xa2-8986.php,Sony,Sony Xperia XA2,2627215,274,2018.0,142.0,70.0,9.7,171.0,IPS LCD,1080.0,1920.0,5.2,75.0,3.0,23.0,8.0,1.0,5.0,,3300.0,236.0
https://www.gsmarena.com/nokia_lumia_1320-5791.php,Nokia,Nokia Lumia 1320,8623631,536,2013.0,164.2,85.9,9.8,220.0,IPS LCD,720.0,1280.0,6.0,70.4,1.0,5.0,,1.0,4.0,,3400.0,279.3
https://www.gsmarena.com/motorola_defy_2-12141.php,Motorola,Motorola Defy 2,222903,27,2023.0,171.0,80.0,11.9,268.0,"IPS LCD, 120Hz",1080.0,2408.0,6.6,76.7,6.0,,8.0,0.0,5.1,,5000.0,615.6
https://www.gsmarena.com/lg_g8s_thinq-9608.php,LG,LG G8S ThinQ,1441797,171,2019.0,155.3,76.6,8.0,181.0,"G-OLED, HDR10",1080.0,2248.0,6.21,82.0,6.0,,8.0,1.0,5.0,,3550.0,537.6
https://www.gsmarena.com/dell_venue_8-5752.php,Dell,Dell Venue 8,1350877,36,2013.0,212.0,130.0,9.8,292.0,IPS LCD,800.0,1280.0,8.0,67.3,2.0,5.0,2.0,1.0,4.0,,4100.0,172.9
https://www.gsmarena.com/oppo_find_5_mini-6819.php,Oppo,Oppo Find 5 Mini,2704585,40,2014.0,137.0,68.0,7.7,128.0,IPS LCD,540.0,960.0,4.7,65.4,1.0,8.0,2.0,1.0,4.0,,2000.0,319.20000000000005
https://www.gsmarena.com/micromax_canvas_pep_q371-7141.php,Micromax,Micromax Canvas Pep Q371,478149,2,2015.0,133.5,66.5,9.8,,IPS LCD,480.0,854.0,4.5,62.9,1.0,5.0,,1.0,4.0,,1700.0,99.9
https://www.gsmarena.com/asus_zenfone_3_ze552kl-8106.php,Asus,Asus Zenfone 3 ZE552KL,10395889,447,2016.0,152.6,77.4,7.7,155.0,Super IPS+,1080.0,1920.0,5.5,70.6,3.0,16.0,8.0,1.0,4.2,,3000.0,366.3
https://www.gsmarena.com/allview_p3_alldro-6037.php,Allview,Allview P3 AllDro,49428,3,2012.0,121.5,65.4,12.9,135.5,TFT,480.0,800.0,4.1,60.2,0.5,8.0,,1.0,2.1,,1900.0,129.0
https://www.gsmarena.com/spice_m_4262-4252.php,Spice,Spice M-4262,79593,5,2011.0,,,,44.8,TFT,128.0,160.0,1.77,,,,,0.0,,,1000.0,13.899999999999999
https://www.gsmarena.com/nokia_114-5145.php,Nokia,Nokia 114,1441672,92,2012.0,110.0,46.0,14.8,80.0,"TFT, 65K colors",128.0,160.0,1.8,20.2,0.015625,,,1.0,2.1,,1020.0,38.7
https://www.gsmarena.com/vivo_v21s-11985.php,vivo,vivo V21s,152826,14,2022.0,,,,176.0,"AMOLED, 90Hz, HDR10+, 500 nits (typ), 800 nits (HBM)",1080.0,2404.0,6.44,84.7,8.0,,44.0,0.0,5.1,,4000.0,378.0
https://www.gsmarena.com/samsung_t459_gravity-2588.php,Samsung,Samsung T459 Gravity,393356,17,2008.0,114.3,53.3,17.8,121.9,"TFT, 256K colors",176.0,220.0,2.1,22.8,,1.3,,0.0,2.0,,,132.3
https://www.gsmarena.com/samsung_r900_craft-3531.php,Samsung,Samsung R900 Craft,214495,21,2010.0,114.3,55.9,11.9,106.0,AMOLED,480.0,800.0,3.3,48.5,0.1611328125,3.15,,0.0,2.1,,1500.0,133.0
https://www.gsmarena.com/samsung_b2700-2507.php,Samsung,Samsung B2700,549864,16,2008.0,115.0,52.0,18.0,114.0,"TFT, 256K colors",176.0,220.0,1.9,19.0,0.025390625,2.0,,0.0,2.0,,1300.0,220.5
https://www.gsmarena.com/lg_km570_cookie_gig-3221.php,LG,LG KM570 Cookie Gig,466721,17,2010.0,105.9,52.6,11.9,87.0,"TFT resistive touchscreen, 256K colors",240.0,400.0,3.0,46.0,4.0,5.0,,1.0,2.1,,900.0,79.80000000000001
